location,calc_1,De Bilt,Verdamping,De Bilt Test
parameter,Waterlevel mean (m A,Precipitation (mm),Precipitation (mm),Precipitation (mm)
1950-01-04 13:00:00,-0.6735042929649353,0.0,0.0,0.0
1950-01-04 13:15:00,-0.6715254187583923,,,
1950-01-04 13:30:00,-0.6772546172142029,,,
1950-01-04 13:45:00,-0.6733378171920776,,,
1950-01-04 14:00:00,-0.6756314635276794,0.0,0.0,0.0
1950-01-04 14:15:00,-0.6706922054290771,,,
1950-01-04 14:30:00,-0.6721178889274597,,,
1950-01-04 14:45:00,-0.6731380224227905,,,
1950-01-04 15:00:00,-0.675382673740387,0.0,0.0,0.0
1950-01-04 15:15:00,-0.6718718409538269,,,
1950-01-04 15:30:00,-0.6697291135787964,,,
1950-01-04 15:45:00,-0.6706118583679199,,,
1950-01-04 16:00:00,-0.6700404286384583,0.0,0.0,0.0
1950-01-04 16:15:00,-0.6665813326835632,,,
1950-01-04 16:30:00,-0.668613851070404,,,
1950-01-04 16:45:00,-0.6675519347190857,,,
1950-01-04 17:00:00,-0.6716185212135315,0.0,0.0,0.0
1950-01-04 17:15:00,-0.668775737285614,,,
1950-01-04 17:30:00,-0.6672784686088562,,,
1950-01-04 17:45:00,-0.6651039719581604,,,
1950-01-04 18:00:00,-0.6677066683769226,0.0,0.0,0.0
1950-01-04 18:15:00,-0.6706101894378662,,,
1950-01-04 18:30:00,-0.666187584400177,,,
1950-01-04 18:45:00,-0.6665115356445312,,,
1950-01-04 19:00:00,-0.6624209880828857,0.0,0.0,0.0
1950-01-04 19:15:00,-0.6577653288841248,,,
1950-01-04 19:30:00,-0.6393977403640747,,,
1950-01-04 19:45:00,-0.6419390439987183,,,
1950-01-04 20:00:00,-0.6454312801361084,0.0,0.0,0.0
1950-01-04 20:15:00,-0.6441885828971863,,,
1950-01-04 20:30:00,-0.629670262336731,,,
1950-01-04 20:45:00,-0.5922471284866333,,,
1950-01-04 21:00:00,-0.5501747131347656,0.0,0.0,0.0
1950-01-04 21:15:00,-0.5234808325767517,,,
1950-01-04 21:30:00,-0.5032468438148499,,,
1950-01-04 21:45:00,-0.5095375180244446,,,
1950-01-04 22:00:00,-0.5537642240524292,0.0,0.0,0.0
1950-01-04 22:15:00,-0.6128724813461304,,,
1950-01-04 22:30:00,-0.6406125426292419,,,
1950-01-04 22:45:00,-0.655149519443512,,,
1950-01-04 23:00:00,-0.6517588496208191,,,
1950-01-04 23:15:00,-0.6280128359794617,,,
1950-01-04 23:30:00,-0.6115882992744446,,,
1950-01-04 23:45:00,-0.5699228644371033,,,
1950-01-05 00:00:00,-0.5345181822776794,,,
